Book,Chapter,Character,Word Count,Percentage,pov_combined,flag
Lord of Chaos,Ch25: Like Lightning and Rain,Egwene al'Vere,6.090,"1,54%",Egwene al'Vere,
Lord of Chaos,Ch25: Like Lightning and Rain,Katerine Alruddin,78,"0,02%","Egwene al'Vere,Katerine Alruddin",
Lord of Chaos,Ch25: Like Lightning and Rain,Nesune Bihara,85,"0,02%","Egwene al'Vere,Katerine Alruddin,Nesune Bihara",
Lord of Chaos,Ch25: Like Lightning and Rain,Sarene Nemdahl,1.116,"0,28%","Egwene al'Vere,Katerine Alruddin,Nesune Bihara,Sarene Nemdahl",1
Lord of Chaos,Ch26: Connecting Lines,Rand al'Thor,5.069,"1,28%",Rand al'Thor,1
Lord of Chaos,Ch27: Gifts,Egwene al'Vere,8.587,"2,17%",Egwene al'Vere,
Lord of Chaos,Ch27: Gifts,Nesune Bihara,800,"0,20%","Egwene al'Vere,Nesune Bihara",1
Lord of Chaos,Ch28: Letters,Rand al'Thor,6.309,"1,60%",Rand al'Thor,
Lord of Chaos,Ch28: Letters,Padan Fain,1.223,"0,31%","Rand al'Thor,Padan Fain",1
Lord of Chaos,Ch29: Fire and Spirit,Nynaeve al'Meara,4.999,"1,27%",Nynaeve al'Meara,1
Lord of Chaos,Ch30: To Heal Again,Nynaeve al'Meara,3.606,"0,91%",Nynaeve al'Meara,
Lord of Chaos,Ch30: To Heal Again,Siuan Sanche,1.356,"0,34%","Nynaeve al'Meara,Siuan Sanche",
Lord of Chaos,Ch30: To Heal Again,Elayne Trakand,2.583,"0,65%","Nynaeve al'Meara,Siuan Sanche,Elayne Trakand",
Lord of Chaos,Ch30: To Heal Again,Delana Mosalaine,1.406,"0,36%","Nynaeve al'Meara,Siuan Sanche,Elayne Trakand,Delana Mosalaine",1
Lord of Chaos,Ch31: Red Wax,Eamon Valda,1.659,"0,42%",Eamon Valda,
Lord of Chaos,Ch31: Red Wax,Pedron Niall,885,"0,22%","Eamon Valda,Pedron Niall",
Lord of Chaos,Ch31: Red Wax,Morgase Trakand,2.686,"0,68%","Eamon Valda,Pedron Niall,Morgase Trakand",
Lord of Chaos,Ch31: Red Wax,Rhadam Asunawa,351,"0,09%","Eamon Valda,Pedron Niall,Morgase Trakand,Rhadam Asunawa",1
Lord of Chaos,Ch32: Summoned in Haste,Egwene al'Vere,5.261,"1,33%",Egwene al'Vere,
Lord of Chaos,Ch32: Summoned in Haste,Rand al'Thor,210,"0,05%","Egwene al'Vere,Rand al'Thor",1
Lord of Chaos,Ch33: Courage to Strengthen,Egwene al'Vere,930,"0,24%",Egwene al'Vere,
Lord of Chaos,Ch33: Courage to Strengthen,Matrim Cauthon,3.469,"0,88%","Egwene al'Vere,Matrim Cauthon",
Lord of Chaos,Ch33: Courage to Strengthen,Egwene al'Vere,1.657,"0,42%","Egwene al'Vere,Matrim Cauthon,Egwene al'Vere",1
Lord of Chaos,Ch34: Journey to Salidar,Egwene al'Vere,3.062,"0,77%",Egwene al'Vere,1
Lord of Chaos,Ch35: In the Hall of the Sitters,Egwene al'Vere,3.774,"0,96%",Egwene al'Vere,1
Lord of Chaos,Ch36: The Amyrlin Is Raised,Egwene al'Vere,5.520,"1,40%",Egwene al'Vere,1
Lord of Chaos,Ch37: When Battle Begins,Egwene al'Vere,3.553,"0,90%",Egwene al'Vere,
Lord of Chaos,Ch37: When Battle Begins,Romanda Cassin,200,"0,05%","Egwene al'Vere,Romanda Cassin",
Lord of Chaos,Ch37: When Battle Begins,Lelaine Akashi,160,"0,04%","Egwene al'Vere,Romanda Cassin,Lelaine Akashi",
Lord of Chaos,Ch37: When Battle Begins,Delana Mosalaine,305,"0,08%","Egwene al'Vere,Romanda Cassin,Lelaine Akashi,Delana Mosalaine",
Lord of Chaos,Ch37: When Battle Begins,Siuan Sanche,284,"0,07%","Egwene al'Vere,Romanda Cassin,Lelaine Akashi,Delana Mosalaine,Siuan Sanche",
Lord of Chaos,Ch37: When Battle Begins,Nynaeve al'Meara,231,"0,06%","Egwene al'Vere,Romanda Cassin,Lelaine Akashi,Delana Mosalaine,Siuan Sanche,Nynaeve al'Meara",
Lord of Chaos,Ch37: When Battle Begins,Elayne Trakand,446,"0,11%","Egwene al'Vere,Romanda Cassin,Lelaine Akashi,Delana Mosalaine,Siuan Sanche,Nynaeve al'Meara,Elayne Trakand",
Lord of Chaos,Ch37: When Battle Begins,Egwene al'Vere,108,"0,03%","Egwene al'Vere,Romanda Cassin,Lelaine Akashi,Delana Mosalaine,Siuan Sanche,Nynaeve al'Meara,Elayne Trakand,Egwene al'Vere",1
Lord of Chaos,Ch38: A Sudden Chill,Matrim Cauthon,4.800,"1,21%",Matrim Cauthon,1
Lord of Chaos,Ch39: Possibilities,Egwene al'Vere,5.713,"1,45%",Egwene al'Vere,1
Lord of Chaos,Ch40: Unexpected Laughter,Matrim Cauthon,2.182,"0,55%",Matrim Cauthon,
Lord of Chaos,Ch40: Unexpected Laughter,Elayne Trakand,2.627,"0,66%","Matrim Cauthon,Elayne Trakand",1
Lord of Chaos,Ch41: A Threat,Min Farshaw,1.687,"0,43%",Min Farshaw,
Lord of Chaos,Ch41: A Threat,Rand al'Thor,5.882,"1,49%","Min Farshaw,Rand al'Thor",1
Lord of Chaos,Ch42: The Black Tower,Rand al'Thor,4.879,"1,23%",Rand al'Thor,1
Lord of Chaos,Ch43: The Crown of Roses,Merana Ambrey,2.810,"0,71%",Merana Ambrey,
Lord of Chaos,Ch43: The Crown of Roses,Dyelin Taravin,102,"0,03%","Merana Ambrey,Dyelin Taravin",
Lord of Chaos,Ch43: The Crown of Roses,Luan Norwelyn,109,"0,03%","Merana Ambrey,Dyelin Taravin,Luan Norwelyn",
Lord of Chaos,Ch43: The Crown of Roses,Ellorien Traemane,83,"0,02%","Merana Ambrey,Dyelin Taravin,Luan Norwelyn,Ellorien Traemane",1
Lord of Chaos,Ch44: The Color of Trust,Matrim Cauthon,5.657,"1,43%",Matrim Cauthon,
Lord of Chaos,Ch44: The Color of Trust,Egwene al'Vere,276,"0,07%","Matrim Cauthon,Egwene al'Vere",1
Lord of Chaos,Ch45: A Bitter Thought,Vilnar Barada,879,"0,22%",Vilnar Barada,
Lord of Chaos,Ch45: A Bitter Thought,Perrin Aybara,4.550,"1,15%","Vilnar Barada,Perrin Aybara",1
Lord of Chaos,Ch46: Beyond the Gate,Perrin Aybara,3.382,"0,86%",Perrin Aybara,
Lord of Chaos,Ch46: Beyond the Gate,Rand al'Thor,1.691,"0,43%","Perrin Aybara,Rand al'Thor",
Lord of Chaos,Ch46: Beyond the Gate,Demira Eriff,920,"0,23%","Perrin Aybara,Rand al'Thor,Demira Eriff",
Lord of Chaos,Ch46: Beyond the Gate,Perrin Aybara,1.288,"0,33%","Perrin Aybara,Rand al'Thor,Demira Eriff,Perrin Aybara",
Lord of Chaos,Ch46: Beyond the Gate,Demira Eriff,1.298,"0,33%","Perrin Aybara,Rand al'Thor,Demira Eriff,Perrin Aybara,Demira Eriff",1
Lord of Chaos,Ch47: The Wandering Woman,Matrim Cauthon,5.999,"1,52%",Matrim Cauthon,1
Lord of Chaos,Ch48: Leaning on the Knife,Nynaeve al'Meara,5.087,"1,29%",Nynaeve al'Meara,1
Lord of Chaos,Ch49: The Mirror of Mists,Rand al'Thor,4.144,"1,05%",Rand al'Thor,
Lord of Chaos,Ch49: The Mirror of Mists,Min Farshaw,1.698,"0,43%","Rand al'Thor,Min Farshaw",
Lord of Chaos,Ch49: The Mirror of Mists,Rand al'Thor,1.851,"0,47%","Rand al'Thor,Min Farshaw,Rand al'Thor",
Lord of Chaos,Ch49: The Mirror of Mists,Merana Ambrey,2.114,"0,54%","Rand al'Thor,Min Farshaw,Rand al'Thor,Merana Ambrey",1
Lord of Chaos,Ch50: Thorns,Rand al'Thor,4.328,"1,10%",Rand al'Thor,
Lord of Chaos,Ch50: Thorns,Perrin Aybara,2.519,"0,64%","Rand al'Thor,Perrin Aybara",
Lord of Chaos,Ch50: Thorns,Rand al'Thor,285,"0,07%","Rand al'Thor,Perrin Aybara,Rand al'Thor",1
Lord of Chaos,Ch51: The Taking,Rand al'Thor,1.451,"0,37%",Rand al'Thor,
Lord of Chaos,Ch51: The Taking,Bain,280,"0,07%","Rand al'Thor,Bain",
Lord of Chaos,Ch51: The Taking,Perrin Aybara,248,"0,06%","Rand al'Thor,Bain,Perrin Aybara",
Lord of Chaos,Ch51: The Taking,Rand al'Thor,557,"0,14%","Rand al'Thor,Bain,Perrin Aybara,Rand al'Thor",
Lord of Chaos,Ch51: The Taking,Sorilea,205,"0,05%","Rand al'Thor,Bain,Perrin Aybara,Rand al'Thor,Sorilea",1
Lord of Chaos,Ch52: Weaves of the Power,Matrim Cauthon,1.761,"0,45%",Matrim Cauthon,
Lord of Chaos,Ch52: Weaves of the Power,Elayne Trakand,2.171,"0,55%","Matrim Cauthon,Elayne Trakand",
Lord of Chaos,Ch52: Weaves of the Power,Egwene al'Vere,3.071,"0,78%","Matrim Cauthon,Elayne Trakand,Egwene al'Vere",
Lord of Chaos,Ch52: Weaves of the Power,Myrelle Berengari,588,"0,15%","Matrim Cauthon,Elayne Trakand,Egwene al'Vere,Myrelle Berengari",1
Lord of Chaos,Ch53: The Feast of Lights,Perrin Aybara,4.400,"1,11%",Perrin Aybara,
Lord of Chaos,Ch53: The Feast of Lights,Galina Casban,896,"0,23%","Perrin Aybara,Galina Casban",
Lord of Chaos,Ch53: The Feast of Lights,Rand al'Thor,1.663,"0,42%","Perrin Aybara,Galina Casban,Rand al'Thor",
Lord of Chaos,Ch53: The Feast of Lights,Galina Casban,336,"0,09%","Perrin Aybara,Galina Casban,Rand al'Thor,Galina Casban",
Lord of Chaos,Ch53: The Feast of Lights,Sevanna,322,"0,08%","Perrin Aybara,Galina Casban,Rand al'Thor,Galina Casban,Sevanna",1
Lord of Chaos,Ch54: The Sending,Perrin Aybara,8.863,"2,24%",Perrin Aybara,1
Lord of Chaos,Ch55: Dumai's Wells,Gawyn Trakand,872,"0,22%",Gawyn Trakand,
Lord of Chaos,Ch55: Dumai's Wells,Rand al'Thor,678,"0,17%","Gawyn Trakand,Rand al'Thor",
Lord of Chaos,Ch55: Dumai's Wells,Perrin Aybara,2.082,"0,53%","Gawyn Trakand,Rand al'Thor,Perrin Aybara",
Lord of Chaos,Ch55: Dumai's Wells,Rand al'Thor,5.470,"1,38%","Gawyn Trakand,Rand al'Thor,Perrin Aybara,Rand al'Thor",1
Lord of Chaos,Epilogue: The Answer,Falion Bhoda,314,"0,08%",Falion Bhoda,
Lord of Chaos,Epilogue: The Answer,Narrator,120,"0,03%","Falion Bhoda,Narrator",
Lord of Chaos,Epilogue: The Answer,Seanchan Rider,129,"0,03%","Falion Bhoda,Narrator,Seanchan Rider",
Lord of Chaos,Epilogue: The Answer,Moghedien,583,"0,15%","Falion Bhoda,Narrator,Seanchan Rider,Moghedien",
Lord of Chaos,Epilogue: The Answer,Egwene al'Vere,154,"0,04%","Falion Bhoda,Narrator,Seanchan Rider,Moghedien,Egwene al'Vere",
Lord of Chaos,Epilogue: The Answer,Demandred,39,"0,01%","Falion Bhoda,Narrator,Seanchan Rider,Moghedien,Egwene al'Vere,Demandred",
Lord of Chaos,Epilogue: The Answer,Quote,71,"0,02%","Falion Bhoda,Narrator,Seanchan Rider,Moghedien,Egwene al'Vere,Demandred,Quote",1
A Crown of Swords,Prologue: Lightnings,Quote,103,"0,04%",Quote,
A Crown of Swords,Prologue: Lightnings,Elaida do Avriny a'Roihan,6.480,"2,25%","Quote,Elaida do Avriny a'Roihan",
A Crown of Swords,Prologue: Lightnings,Sevanna,5.304,"1,84%","Quote,Elaida do Avriny a'Roihan,Sevanna",
A Crown of Swords,Prologue: Lightnings,Alviarin Freidhen,2.329,"0,81%","Quote,Elaida do Avriny a'Roihan,Sevanna,Alviarin Freidhen",
A Crown of Swords,Prologue: Lightnings,Pedron Niall,2.313,"0,80%","Quote,Elaida do Avriny a'Roihan,Sevanna,Alviarin Freidhen,Pedron Niall",
A Crown of Swords,Prologue: Lightnings,Eamon Valda,1.079,"0,38%","Quote,Elaida do Avriny a'Roihan,Sevanna,Alviarin Freidhen,Pedron Niall,Eamon Valda",
A Crown of Swords,Prologue: Lightnings,Gawyn Trakand,1.959,"0,68%","Quote,Elaida do Avriny a'Roihan,Sevanna,Alviarin Freidhen,Pedron Niall,Eamon Valda,Gawyn Trakand",1
A Crown of Swords,Ch1: High Chasaline,Perrin Aybara,5.983,"2,08%",Perrin Aybara,1
A Crown of Swords,Ch2: The Butcher's Yard,Perrin Aybara,9.708,"3,37%",Perrin Aybara,1
A Crown of Swords,Ch3: Hill of the Golden Dawn,Perrin Aybara,6.409,"2,23%",Perrin Aybara,1
A Crown of Swords,Ch4: Into Cairhien,Perrin Aybara,5.032,"1,75%",Perrin Aybara,1
A Crown of Swords,Ch5: A Broken Crown,Perrin Aybara,5.034,"1,75%",Perrin Aybara,1
A Crown of Swords,"Ch6: Old Fear, and New Fear",Perrin Aybara,4.401,"1,53%",Perrin Aybara,1
A Crown of Swords,Ch7: Pitfalls and Tripwires,Rand al'Thor,7.930,"2,76%",Rand al'Thor,1
A Crown of Swords,Ch8: The Figurehead,Egwene al'Vere,4.886,"1,70%",Egwene al'Vere,1
A Crown of Swords,Ch9: A Pair of Silverpike,Egwene al'Vere,8.177,"2,84%",Egwene al'Vere,1
A Crown of Swords,Ch10: Unseen Eyes,Egwene al'Vere,8.530,"2,96%",Egwene al'Vere,1
A Crown of Swords,Ch11: An Oath,Egwene al'Vere,7.968,"2,77%",Egwene al'Vere,1
A Crown of Swords,Ch12: A Morning of Victory,Egwene al'Vere,13.402,"4,66%",Egwene al'Vere,1
A Crown of Swords,Ch13: The Bowl of the Winds,Aviendha,7.648,"2,66%",Aviendha,1
A Crown of Swords,Ch14: White Plumes,Matrim Cauthon,6.557,"2,28%",Matrim Cauthon,1
A Crown of Swords,Ch15: Insects,Jaichim Carridin,3.379,"1,17%",Jaichim Carridin,1
A Crown of Swords,Ch16: A Touch on the Cheek,Matrim Cauthon,5.637,"1,96%",Matrim Cauthon,1
A Crown of Swords,Ch17: The Triumph of Logic,Matrim Cauthon,3.809,"1,32%",Matrim Cauthon,
A Crown of Swords,Ch17: The Triumph of Logic,Joline Maza,1.527,"0,53%","Matrim Cauthon,Joline Maza",
A Crown of Swords,Ch17: The Triumph of Logic,Falion Bhoda,1.479,"0,51%","Matrim Cauthon,Joline Maza,Falion Bhoda",
A Crown of Swords,Ch17: The Triumph of Logic,Noal Charin,314,"0,11%","Matrim Cauthon,Joline Maza,Falion Bhoda,Noal Charin",1
A Crown of Swords,Ch18: As the Plow Breaks the Earth,Rand al'Thor,6.010,"2,09%",Rand al'Thor,1
A Crown of Swords,Ch19: Diamonds and Stars,Merana Ambrey,3.992,"1,39%",Merana Ambrey,
A Crown of Swords,Ch19: Diamonds and Stars,Min Farshaw,1.535,"0,53%","Merana Ambrey,Min Farshaw",
A Crown of Swords,Ch19: Diamonds and Stars,Cadsuane Melaidhrin,425,"0,15%","Merana Ambrey,Min Farshaw,Cadsuane Melaidhrin",1
A Crown of Swords,Ch20: Patterns Within Patterns,Sevanna,3.482,"1,21%",Sevanna,
A Crown of Swords,Ch20: Patterns Within Patterns,Moridin,1.115,"0,39%","Sevanna,Moridin",1
A Crown of Swords,Ch21: Swovan Night,Matrim Cauthon,2.290,"0,80%",Matrim Cauthon,
A Crown of Swords,Ch21: Swovan Night,Nynaeve al'Meara,3.288,"1,14%","Matrim Cauthon,Nynaeve al'Meara",1
A Crown of Swords,Ch22: Small Sacrifices,Elayne Trakand,6.259,"2,18%",Elayne Trakand,1
A Crown of Swords,Ch23: Next Door to a Weaver,Nynaeve al'Meara,7.280,"2,53%",Nynaeve al'Meara,1
A Crown of Swords,Ch24: The Kin,Reanne Corly,1.242,"0,43%",Reanne Corly,
A Crown of Swords,Ch24: The Kin,Nynaeve al'Meara,2.245,"0,78%","Reanne Corly,Nynaeve al'Meara",1
A Crown of Swords,Ch25: Mindtrap,Moghedien,3.717,"1,29%",Moghedien,1
A Crown of Swords,Ch26: The Irrevocable Words,Morgase Trakand,8.489,"2,95%",Morgase Trakand,1
A Crown of Swords,Ch27: To Be Alone,Perrin Aybara,3.712,"1,29%",Perrin Aybara,1
A Crown of Swords,Ch28: Bread and Cheese,Matrim Cauthon,6.692,"2,33%",Matrim Cauthon,1
A Crown of Swords,Ch29: The Festival of Birds,Matrim Cauthon,4.706,"1,64%",Matrim Cauthon,
A Crown of Swords,Ch29: The Festival of Birds,Reanne Corly,274,"0,10%","Matrim Cauthon,Reanne Corly",1
A Crown of Swords,Ch30: The First Cup,Elayne Trakand,3.212,"1,12%",Elayne Trakand,
A Crown of Swords,Ch30: The First Cup,Moghedien,1.195,"0,42%","Elayne Trakand,Moghedien",1
A Crown of Swords,Ch31: Mashiara,Nynaeve al'Meara,4.645,"1,61%",Nynaeve al'Meara,
A Crown of Swords,Ch31: Mashiara,Elayne Trakand,2.722,"0,95%","Nynaeve al'Meara,Elayne Trakand",1
A Crown of Swords,Ch32: Sealed to the Flame,Elaida do Avriny a'Roihan,3.207,"1,11%",Elaida do Avriny a'Roihan,
A Crown of Swords,Ch32: Sealed to the Flame,Alviarin Freidhen,217,"0,08%","Elaida do Avriny a'Roihan,Alviarin Freidhen",
A Crown of Swords,Ch32: Sealed to the Flame,Seaine Herimon,3.228,"1,12%","Elaida do Avriny a'Roihan,Alviarin Freidhen,Seaine Herimon",1
A Crown of Swords,Ch33: A Bath,Rand al'Thor,4.831,"1,68%",Rand al'Thor,1
A Crown of Swords,Ch34: Ta'veren,Rand al'Thor,5.652,"1,96%",Rand al'Thor,1
A Crown of Swords,Ch35: Into the Woods,Min Farshaw,6.579,"2,29%",Min Farshaw,1
A Crown of Swords,Ch36: Blades,Min Farshaw,8.114,"2,82%",Min Farshaw,1
A Crown of Swords,Ch37: A Note from the Palace,Matrim Cauthon,3.791,"1,32%",Matrim Cauthon,1
A Crown of Swords,Ch38: Six Stories,Matrim Cauthon,9.085,"3,16%",Matrim Cauthon,1
A Crown of Swords,Ch39: Promises to Keep,Matrim Cauthon,8.554,"2,97%",Matrim Cauthon,1
A Crown of Swords,Ch40: Spears,Galina Casban,2.690,"0,93%",Galina Casban,
A Crown of Swords,Ch40: Spears,Sevanna,1.772,"0,62%","Galina Casban,Sevanna",
A Crown of Swords,Ch40: Spears,Maeric,1.127,"0,39%","Galina Casban,Sevanna,Maeric",
A Crown of Swords,Ch40: Spears,Graendal,551,"0,19%","Galina Casban,Sevanna,Maeric,Graendal",
A Crown of Swords,Ch40: Spears,Shaidar Haran,230,"0,08%","Galina Casban,Sevanna,Maeric,Graendal,Shaidar Haran",1
A Crown of Swords,Ch41: A Crown of Swords,Rand al'Thor,11.891,"4,13%",Rand al'Thor,
A Crown of Swords,Ch41: A Crown of Swords,Narrator,231,"0,08%","Rand al'Thor,Narrator",
A Crown of Swords,Ch41: A Crown of Swords,Quote,65,"0,02%","Rand al'Thor,Narrator,Quote",1
Path of Dagger,Prologue: Deceptive Appearances,Quote,52,"0,02%",Quote,
Path of Dagger,Prologue: Deceptive Appearances,Ethenielle Cosaru Noramaga,3.917,"1,76%","Quote,Ethenielle Cosaru Noramaga",
Path of Dagger,Prologue: Deceptive Appearances,Verin Mathwin,7.309,"3,28%","Quote,Ethenielle Cosaru Noramaga,Verin Mathwin",
Path of Dagger,Prologue: Deceptive Appearances,Moridin,863,"0,39%","Quote,Ethenielle Cosaru Noramaga,Verin Mathwin,Moridin",1
Path of Dagger,Ch1: To Keep the Bargain,Aviendha,8.460,"3,80%",Aviendha,1
Path of Dagger,Ch2: Unweaving,Elayne Trakand,5.893,"2,64%",Elayne Trakand,
Path of Dagger,Ch2: Unweaving,Moridin,1.015,"0,46%","Elayne Trakand,Moridin",
Path of Dagger,Ch2: Unweaving,Gholam,402,"0,18%","Elayne Trakand,Moridin,Gholam",1
Path of Dagger,Ch3: A Pleasant Ride,Elayne Trakand,5.029,"2,26%",Elayne Trakand,1
Path of Dagger,Ch4: A Quiet Place,Elayne Trakand,5.477,"2,46%",Elayne Trakand,1
Path of Dagger,Ch5: The Breaking Storm,Elayne Trakand,7.722,"3,47%",Elayne Trakand,1
Path of Dagger,Ch6: Threads,Elayne Trakand,8.456,"3,79%",Elayne Trakand,
Path of Dagger,Ch6: Threads,Chulein,1.231,"0,55%","Elayne Trakand,Chulein",1
Path of Dagger,Ch7: A Goatpen,Perrin Aybara,6.470,"2,90%",Perrin Aybara,1
Path of Dagger,Ch8: A Simple Country Woman,Perrin Aybara,6.891,"3,09%",Perrin Aybara,
Path of Dagger,Ch8: A Simple Country Woman,Faile Bashere,2.314,"1,04%","Perrin Aybara,Faile Bashere",
Path of Dagger,Ch8: A Simple Country Woman,Morgase Trakand,1.373,"0,62%","Perrin Aybara,Faile Bashere,Morgase Trakand",1
Path of Dagger,Ch9: Tangles,Perrin Aybara,7.786,"3,49%",Perrin Aybara,1
Path of Dagger,Ch10: Changes,Perrin Aybara,6.231,"2,80%",Perrin Aybara,
Path of Dagger,Ch10: Changes,Faile Bashere,1.780,"0,80%","Perrin Aybara,Faile Bashere",
Path of Dagger,Ch10: Changes,Perrin Aybara,1.058,"0,47%","Perrin Aybara,Faile Bashere,Perrin Aybara",1
Path of Dagger,Ch11: Questions and an Oath,Sevanna,3.223,"1,45%",Sevanna,
Path of Dagger,Ch11: Questions and an Oath,Galina Casban,3.476,"1,56%","Sevanna,Galina Casban",1
Path of Dagger,Ch12: New Alliances,Graendal,3.055,"1,37%",Graendal,
Path of Dagger,Ch12: New Alliances,Cadsuane Melaidhrin,5.247,"2,35%","Graendal,Cadsuane Melaidhrin",1
Path of Dagger,Ch13: Floating Like Snow,Rand al'Thor,4.531,"2,03%",Rand al'Thor,1
Path of Dagger,Ch14: Message from the M'Hael,Rand al'Thor,5.471,"2,46%",Rand al'Thor,1
Path of Dagger,Ch15: Stronger than Written Law,Egwene al'Vere,6.755,"3,03%",Egwene al'Vere,1
Path of Dagger,Ch16: Unexpected Absences,Egwene al'Vere,2.878,"1,29%",Egwene al'Vere,
Path of Dagger,Ch16: Unexpected Absences,Aran'gar,255,"0,11%","Egwene al'Vere,Aran'gar",
Path of Dagger,Ch16: Unexpected Absences,Egwene al'Vere,4.878,"2,19%","Egwene al'Vere,Aran'gar,Egwene al'Vere",
Path of Dagger,Ch16: Unexpected Absences,Sheriam Bayanar,168,"0,08%","Egwene al'Vere,Aran'gar,Egwene al'Vere,Sheriam Bayanar",1
Path of Dagger,Ch17: Out on the Ice,Egwene al'Vere,5.848,"2,62%",Egwene al'Vere,1
Path of Dagger,Ch18: A Peculiar Calling,Egwene al'Vere,3.991,"1,79%",Egwene al'Vere,1
Path of Dagger,Ch19: The Law,Egwene al'Vere,6.784,"3,04%",Egwene al'Vere,1
Path of Dagger,Ch20: Into Andor,Elayne Trakand,6.200,"2,78%",Elayne Trakand,1
Path of Dagger,Ch21: Answering the Summons,Rand al'Thor,5.857,"2,63%",Rand al'Thor,1
Path of Dagger,Ch22: Gathering Clouds,Rand al'Thor,3.727,"1,67%",Rand al'Thor,
Path of Dagger,Ch22: Gathering Clouds,Assid Bakuun,1.403,"0,63%","Rand al'Thor,Assid Bakuun",1
Path of Dagger,"Ch23: Fog of War, Storm of Battle",Rand al'Thor,2.766,"1,24%",Rand al'Thor,
Path of Dagger,"Ch23: Fog of War, Storm of Battle",Furyk Karede,1.603,"0,72%","Rand al'Thor,Furyk Karede",
Path of Dagger,"Ch23: Fog of War, Storm of Battle",Rand al'Thor,3.655,"1,64%","Rand al'Thor,Furyk Karede,Rand al'Thor",1
Path of Dagger,Ch24: A Time for Iron,Kennar Miraj,2.540,"1,14%",Kennar Miraj,
Path of Dagger,Ch24: A Time for Iron,Rand al'Thor,3.226,"1,45%","Kennar Miraj,Rand al'Thor",
Path of Dagger,Ch24: A Time for Iron,Kennar Miraj,649,"0,29%","Kennar Miraj,Rand al'Thor,Kennar Miraj",
Path of Dagger,Ch24: A Time for Iron,Bertome Saighan,1.141,"0,51%","Kennar Miraj,Rand al'Thor,Kennar Miraj,Bertome Saighan",
Path of Dagger,Ch24: A Time for Iron,Varek,1.308,"0,59%","Kennar Miraj,Rand al'Thor,Kennar Miraj,Bertome Saighan,Varek",
Path of Dagger,Ch24: A Time for Iron,Davram Bashere,776,"0,35%","Kennar Miraj,Rand al'Thor,Kennar Miraj,Bertome Saighan,Varek,Davram Bashere",
Path of Dagger,Ch24: A Time for Iron,Rand al'Thor,2.531,"1,14%","Kennar Miraj,Rand al'Thor,Kennar Miraj,Bertome Saighan,Varek,Davram Bashere,Rand al'Thor",
Path of Dagger,Ch24: A Time for Iron,Abaldar Yulan,117,"0,05%","Kennar Miraj,Rand al'Thor,Kennar Miraj,Bertome Saighan,Varek,Davram Bashere,Rand al'Thor,Abaldar Yulan",1
Path of Dagger,Ch25: An Unwelcome Return,Elaida do Avriny a'Roihan,3.509,"1,57%",Elaida do Avriny a'Roihan,
Path of Dagger,Ch25: An Unwelcome Return,Alviarin Freidhen,629,"0,28%","Elaida do Avriny a'Roihan,Alviarin Freidhen",1
Path of Dagger,Ch26: The Extra Bit,Seaine Herimon,5.314,"2,38%",Seaine Herimon,
Path of Dagger,Ch26: The Extra Bit,Toveine Gazal,1.904,"0,85%","Seaine Herimon,Toveine Gazal",1
Path of Dagger,Ch27: The Bargain,Min Farshaw,6.473,"2,90%",Min Farshaw,
Path of Dagger,Ch27: The Bargain,Rand al'Thor,2.682,"1,20%","Min Farshaw,Rand al'Thor",1
Path of Dagger,Ch28: Crimsonthorn,Elayne Trakand,4.207,"1,89%",Elayne Trakand,
Path of Dagger,Ch28: Crimsonthorn,Daved Hanlon,1.303,"0,58%","Elayne Trakand,Daved Hanlon",1
Path of Dagger,Ch29: A Cup of Sleep,Min Farshaw,3.594,"1,61%",Min Farshaw,
Path of Dagger,Ch29: A Cup of Sleep,Rand al'Thor,1.989,"0,89%","Min Farshaw,Rand al'Thor",
Path of Dagger,Ch29: A Cup of Sleep,Min Farshaw,1.104,"0,50%","Min Farshaw,Rand al'Thor,Min Farshaw",1
Path of Dagger,Ch30: Beginnings,Perrin Aybara,2.700,"1,21%",Perrin Aybara,
Path of Dagger,Ch30: Beginnings,Faile Bashere,2.365,"1,06%","Perrin Aybara,Faile Bashere",
Path of Dagger,Ch30: Beginnings,Egwene al'Vere,964,"0,43%","Perrin Aybara,Faile Bashere,Egwene al'Vere",1
Path of Dagger,Ch31: After,Narrator,319,"0,14%",Narrator,1
Winter's Heart,Prologue: Snow,Quote,54,"0,02%",Quote,
Winter's Heart,Prologue: Snow,Seaine Herimon,3.594,"1,50%","Quote,Seaine Herimon",
Winter's Heart,Prologue: Snow,Elayne Trakand,12.438,"5,21%","Quote,Seaine Herimon,Elayne Trakand",
Winter's Heart,Prologue: Snow,Toveine Gazal,5.901,"2,47%","Quote,Seaine Herimon,Elayne Trakand,Toveine Gazal",
Winter's Heart,Prologue: Snow,Rand al'Thor,5.209,"2,18%","Quote,Seaine Herimon,Elayne Trakand,Toveine Gazal,Rand al'Thor",1
Winter's Heart,Ch1: Leaving the Prophet,Perrin Aybara,4.065,"1,70%",Perrin Aybara,1
Winter's Heart,Ch2: Taken,Perrin Aybara,5.321,"2,23%",Perrin Aybara,1
Winter's Heart,Ch3: Customs,Faile Bashere,4.694,"1,97%",Faile Bashere,1
Winter's Heart,Ch4: Offers,Faile Bashere,6.829,"2,86%",Faile Bashere,1
Winter's Heart,Ch5: Flags,Perrin Aybara,4.042,"1,69%",Perrin Aybara,1
Winter's Heart,Ch6: The Scent of Madness,Perrin Aybara,6.850,"2,87%",Perrin Aybara,1
